text|target_emotion|intensity|admiration|amusement|anger|annoyance|approval|caring|confusion|curiosity|desire|disappointment|disapproval|disgust|embarrassment|excitement|fear|gratitude|grief|joy|love|nervousness|optimism|pride|realization|relief|remorse|sadness|surprise|neutral|sadness|joy|love|anger|fear|surprise|
When I had to walk along a dark road alone.|2|4|0.00188|0.00467|0.00342|0.01244|0.0116|0.00626|0.02726|0.01143|0.01244|0.03652|0.0057|0.00344|0.00422|0.00896|0.00724|0.00197|0.00192|0.0074|0.00237|0.00645|0.00842|0.00239|0.08862|0.00366|0.00374|0.03304|0.0116|0.74564|0.04272|0.00564|0.00158|0.11489|0.87209|0.00418|
When I was locked out of my room by my room-mate's friend.|3|2|0.00386|0.00265|0.00469|0.00987|0.00627|0.00321|0.00391|0.00261|0.00156|0.00627|0.00526|0.00232|0.00154|0.00263|0.00128|0.00104|0.00051|0.00214|0.00177|0.00099|0.00321|0.00092|0.01184|0.00102|0.00094|0.00723|0.00235|0.94054|0.01413|0.01027|0.00239|0.48129|0.8656|0.00808|
When I failed one of my courses at school - the university of Zambia.|4|3|0.0045|0.00408|0.006|0.01861|0.02346|0.00936|0.00977|0.00385|0.03521|0.2424|0.02377|0.0051|0.0094|0.0065|0.00851|0.00243|0.00387|0.00518|0.00375|0.00774|0.02096|0.00409|0.12638|0.00484|0.01247|0.1888|0.01197|0.51129|0.66679|0.00531|0.00059|0.2434|0.04392|0.00251|
When I found out that someone close to me was flirting around.|5|3|0.00221|0.0103|0.00883|0.05135|0.01243|0.00251|0.00746|0.00464|0.00153|0.00707|0.00799|0.00422|0.00216|0.00222|0.00069|0.00025|0.00054|0.00257|0.00167|0.00098|0.00334|0.00089|0.02157|0.00086|0.00074|0.00224|0.00218|0.84173|0.00131|0.0162|0.04915|0.2401|0.25845|0.0095|
When I swindled money out of someone.|6|3|0.00221|0.00225|0.0362|0.11755|0.00872|0.00435|0.00397|0.00426|0.00204|0.01821|0.01083|0.01185|0.00315|0.00158|0.00178|0.0005|0.00072|0.00136|0.00079|0.00129|0.0035|0.00112|0.01809|0.00102|0.00143|0.00619|0.00315|0.8622|0.00657|0.02518|0.00337|0.92041|0.31911|0.01199|
I did not deliver a message on time.|7|1|0.00306|0.00282|0.01257|0.03237|0.02121|0.00739|0.01754|0.00274|0.00463|0.06338|0.5249|0.00604|0.00606|0.00406|0.00477|0.0026|0.00155|0.00423|0.00352|0.00312|0.00687|0.00187|0.03205|0.00357|0.00277|0.0199|0.00865|0.54713|0.00741|0.31466|0.0036|0.7934|0.03302|0.00289|
When the lady who is now my wife accepted my proposal to be my lover and future wife.|1|3|0.00455|0.0023|0.0017|0.00739|0.05656|0.0069|0.00681|0.01196|0.02826|0.00785|0.00371|0.00073|0.00135|0.00785|0.00093|0.0008|0.00087|0.00482|0.01177|0.0013|0.017|0.00151|0.03915|0.00177|0.00134|0.00351|0.00441|0.80953|0.00375|0.14904|0.5326|0.02487|0.01262|0.00181|
When my neighbour's house was broken into and shots could be heard.|2|4|0.0034|0.00256|0.00358|0.00727|0.01033|0.00364|0.00457|0.00316|0.00219|0.00688|0.00332|0.00271|0.00162|0.00362|0.00236|0.00087|0.00058|0.00211|0.00178|0.00146|0.00485|0.00103|0.01753|0.00113|0.00101|0.00906|0.00363|0.92436|0.0172|0.01108|0.00156|0.09148|0.90544|0.00701|
When a thief broke into my house and stole some valuable goods.|3|3|0.00226|0.00159|0.00985|0.02997|0.01601|0.00663|0.00669|0.00832|0.00727|0.03408|0.0063|0.00308|0.00285|0.00369|0.00257|0.00079|0.00113|0.00206|0.00097|0.00242|0.00522|0.00148|0.04346|0.00177|0.00365|0.02421|0.0071|0.84447|0.00923|0.01971|0.00165|0.8278|0.3601|0.00531|
The death of my guardian with whom I had stayed when I did my grade six.|4|4|0.00293|0.00293|0.00524|0.01237|0.01089|0.01013|0.003|0.00328|0.01474|0.06839|0.00701|0.00387|0.00442|0.00489|0.00578|0.00283|0.0018|0.00617|0.00821|0.00489|0.00631|0.00231|0.03167|0.00302|0.0048|0.16297|0.00371|0.70859|0.84794|0.00316|0.0016|0.06129|0.0727|0.00195|
When I was substituted in a play which was to be staged, after I had learnt all the lines.|5|3|0.00559|0.00492|0.00118|0.00456|0.09086|0.00285|0.03293|0.01399|0.01115|0.00586|0.00297|0.00096|0.00125|0.01026|0.00157|0.00123|0.00102|0.00347|0.00286|0.00152|0.0202|0.0015|0.10013|0.00166|0.00171|0.00328|0.00818|0.7734|0.0075|0.26187|0.00291|0.30952|0.50698|0.0106|
When a woman who I respected very much was made pregnant, unexpectedly by a man of a caliber I never expected.|6|2|0.02003|0.00595|0.00511|0.0153|0.04224|0.00455|0.02899|0.014|0.05518|0.27486|0.02871|0.00483|0.01306|0.04038|0.02307|0.00337|0.00831|0.01169|0.01627|0.01382|0.04079|0.00928|0.20576|0.00744|0.01261|0.10618|0.17203|0.12954|0.00117|0.69665|0.03174|0.0365|0.04044|0.00437|
When I applied for a false travelling claim allowance and later I thought that I would be found out.|7|3|0.00122|0.00708|0.00611|0.03403|0.02084|0.00346|0.03987|0.00763|0.02174|0.11053|0.03727|0.00767|0.00857|0.00289|0.00683|0.00114|0.0024|0.00198|0.00229|0.00519|0.0128|0.00229|0.18411|0.00301|0.01259|0.04697|0.00736|0.61345|0.05449|0.00795|0.00089|0.59261|0.22906|0.00256|
I felt happy when my mother gave birth to a son who is the last born in the family.|1|4|0.01879|0.02013|0.00401|0.0081|0.01871|0.01444|0.0049|0.00452|0.00704|0.01472|0.01138|0.00366|0.00561|0.05066|0.00238|0.02963|0.00292|0.65051|0.02235|0.00342|0.00654|0.00388|0.0093|0.01171|0.00349|0.04195|0.0092|0.04805|0.00333|0.99178|0.00513|0.00396|0.00211|0.00243|
My father had been involved in a car accident two years ago.  I was then very scared thinking that he would die as he lay unconscious in hospital for two weeks.|2|4|0.01769|0.02712|0.01092|0.01528|0.04996|0.02359|0.02477|0.01414|0.0125|0.03326|0.01363|0.04679|0.02705|0.02803|0.69313|0.03053|0.00907|0.01116|0.01646|0.06115|0.03238|0.00706|0.04136|0.00772|0.01934|0.07301|0.03687|0.0736|0.00842|0.01229|0.00507|0.00887|0.98258|0.01197|
I felt very angry when a mishanga seller robbed me of the transport money I had to go to school.|3|3|0.00479|0.01888|0.33111|0.13025|0.00324|0.01249|0.00684|0.00996|0.00934|0.0623|0.01515|0.05197|0.04857|0.00479|0.01356|0.01014|0.00532|0.00778|0.0046|0.00609|0.00852|0.00272|0.01201|0.00352|0.08845|0.12144|0.01191|0.01214|0.00606|0.00746|0.00459|0.98655|0.01381|0.00471|
I felt very sad when a friend of mine failed the final exam and she could not be accepted at the institution of learning.|4|3|0.01728|0.01373|0.01205|0.01419|0.01251|0.01705|0.00749|0.00649|0.01133|0.10618|0.02256|0.00831|0.01733|0.01257|0.00919|0.01564|0.00764|0.0227|0.01302|0.00969|0.01072|0.00411|0.0172|0.00932|0.04618|0.81511|0.01174|0.06107|0.99286|0.00485|0.00343|0.0049|0.00275|0.00304|
I felt disgusted when a fellow student asked me to marry him.  I had not expected this from him as he was a mere friend.|5|1|0.00643|0.01091|0.18987|0.2008|0.00475|0.01065|0.00882|0.01211|0.00508|0.11142|0.03727|0.2878|0.11193|0.00385|0.03391|0.00982|0.00685|0.00985|0.00872|0.01027|0.00657|0.00351|0.01422|0.00498|0.03374|0.0785|0.01215|0.01571|0.00706|0.00736|0.00787|0.98887|0.00716|0.00653|
I was ashamed when my friend and I were cross with each other till we apologized to each other.|6|3|0.00536|0.03401|0.02122|0.03095|0.01629|0.01292|0.02018|0.01868|0.00984|0.07457|0.02428|0.0579|0.15425|0.01|0.03712|0.02377|0.01536|0.0112|0.01394|0.02228|0.00766|0.0045|0.04204|0.00996|0.51139|0.39452|0.02352|0.03819|0.69771|0.00262|0.00246|0.32593|0.00398|0.00133|
I felt guilty when I said bad things to my sister, I had not intended to do so.  She cried a lot and later she fell ill and I felt responsible for her illness.|7|3|0.00749|0.01212|0.0231|0.02445|0.01401|0.02218|0.01097|0.013|0.01183|0.09208|0.01717|0.02071|0.05148|0.00941|0.02582|0.01952|0.0128|0.00994|0.00815|0.01583|0.00819|0.004|0.0221|0.00808|0.34698|0.64524|0.01414|0.04256|0.94674|0.00744|0.00185|0.00793|0.00249|0.00086|
When I was selected to study here at UNZA.|1|4|0.01136|0.00166|0.00111|0.00284|0.06193|0.00265|0.00763|0.00697|0.00601|0.00439|0.0028|0.00061|0.00084|0.01077|0.00094|0.0009|0.00069|0.00275|0.00266|0.00093|0.0133|0.00129|0.0404|0.00112|0.0008|0.00259|0.0069|0.86339|0.00738|0.65243|0.00523|0.29638|0.12043|0.00771|
In 1960,  I was going to a school which was near my village and I met a lion on the way, which disappeared suddenly.|2|4|0.00379|0.00673|0.00333|0.012|0.02883|0.00423|0.01391|0.00496|0.03393|0.05034|0.00523|0.00384|0.00531|0.01119|0.0098|0.00179|0.00261|0.0055|0.00429|0.00637|0.01824|0.00358|0.17196|0.00316|0.00607|0.0375|0.01324|0.69254|0.01884|0.02109|0.00217|0.033|0.8988|0.01616|
When my wife told me that the refrigerator had stopped working.|3|4|0.00206|0.00291|0.00357|0.01208|0.01057|0.00214|0.00878|0.00307|0.00281|0.01195|0.00766|0.00254|0.00204|0.0033|0.00164|0.00046|0.00062|0.00179|0.00115|0.00145|0.00398|0.00108|0.04064|0.00118|0.00156|0.00891|0.0047|0.93664|0.06018|0.01204|0.00101|0.51438|0.37621|0.00474|
When I heard of the death of my mother.|4|4|0.00501|0.00444|0.0083|0.01279|0.00806|0.00453|0.00443|0.00386|0.01079|0.10718|0.00754|0.00704|0.00824|0.00817|0.01331|0.00245|0.00319|0.00564|0.00448|0.00718|0.00584|0.00316|0.04359|0.00322|0.01241|0.35528|0.01616|0.46112|0.20536|0.00775|0.00104|0.2248|0.29824|0.0035|
When my relatives troubled me so that I would help them financially.|5|3|0.00506|0.00347|0.00837|0.01888|0.02936|0.05997|0.00497|0.00454|0.03892|0.15239|0.00797|0.00572|0.00803|0.00624|0.02179|0.00329|0.00429|0.00968|0.00697|0.01619|0.02902|0.00405|0.04162|0.00625|0.01171|0.28509|0.00458|0.30012|0.94489|0.00233|0.00142|0.01383|0.02845|0.00138|
When I failed one of the first year's courses.|6|4|0.00604|0.00462|0.00699|0.02144|0.02053|0.00892|0.01135|0.00503|0.04503|0.26876|0.02764|0.00604|0.00969|0.00799|0.00931|0.00277|0.00463|0.00652|0.00357|0.00859|0.02464|0.00483|0.13641|0.0056|0.01092|0.17934|0.01414|0.47262|0.64977|0.00659|0.0009|0.25606|0.10119|0.00307|
When I was late for work and told my boss that it was due to transport problem, whereas the truth was that I had woken up late.  I thus cheated my boss.|7|2|0.00096|0.01359|0.02041|0.06579|0.01397|0.00306|0.0294|0.00716|0.01735|0.17279|0.03544|0.01012|0.01887|0.0034|0.00659|0.00123|0.00339|0.00308|0.00208|0.00669|0.0074|0.00219|0.1371|0.00308|0.02687|0.09721|0.01106|0.30723|0.08553|0.01102|0.00165|0.89392|0.01548|0.00234|
I was overwhelmed with joy when I received the acceptance letter to UNZA.  This happened again when I passed all my first year courses.|1|2|0.03838|0.01123|0.00459|0.00697|0.01296|0.01509|0.00569|0.00599|0.00984|0.03166|0.00773|0.00418|0.00944|0.12092|0.00659|0.03311|0.0061|0.4951|0.02097|0.0083|0.00899|0.00689|0.0152|0.01409|0.0081|0.17799|0.05318|0.02729|0.00469|0.91572|0.00211|0.0068|0.0171|0.0102|
In 1977 when my friend was caught by a crocodile.  We were swimming in a river on whose banks our primary school was situated.  When my friend was caught, he was on the banks of the river and some of us were still in the middle of the river.  I was very frightened.|2|4|0.01114|0.01377|0.01078|0.01644|0.04765|0.03025|0.02382|0.01315|0.00976|0.0311|0.01241|0.03757|0.02311|0.02596|0.62237|0.01747|0.00734|0.01023|0.01545|0.05787|0.02138|0.00556|0.03751|0.00721|0.01819|0.06201|0.03801|0.09864|0.00751|0.00928|0.00423|0.00834|0.97815|0.01575|
In 1982, I was annoyed at an uncle who was drunk and was beating up his old father.  He claimed that the father was responsible for his guardian's failure.|3|2|0.00433|0.00386|0.30427|0.47885|0.00627|0.00947|0.00432|0.00364|0.00377|0.06314|0.05019|0.06336|0.01345|0.00161|0.00375|0.00154|0.00191|0.00291|0.00215|0.00216|0.00665|0.00166|0.01163|0.00188|0.00554|0.01445|0.00245|0.17677|0.00754|0.01038|0.00403|0.98455|0.01344|0.00472|
Last academic year I received bad news - my grand-uncle had passed away.  I felt lonely and bad because apart from the         biological ties, he was a good old friend of mine at home.|4|3|0.01265|0.00904|0.01609|0.0294|0.01221|0.02079|0.00648|0.00532|0.01853|0.38543|0.0292|0.0165|0.03823|0.00968|0.02774|0.00845|0.01027|0.01864|0.02281|0.02533|0.00964|0.00603|0.03255|0.01039|0.04869|0.78201|0.00934|0.07222|0.98851|0.0023|0.00521|0.00706|0.00343|0.00226|
Last week a former school (secondary) mate of mine, who is now in a differentt school came to my room here at UNZA in my absence.  He was drunk and he vomited in my room.  I was unhappy.|5|2|0.00374|0.0038|0.01277|0.04255|0.0153|0.01287|0.00565|0.0035|0.00854|0.30194|0.06389|0.01134|0.01979|0.00518|0.00675|0.00247|0.00384|0.0123|0.00857|0.00812|0.00473|0.00295|0.02538|0.00616|0.02008|0.42308|0.0057|0.19084|0.84427|0.00464|0.00144|0.21467|0.00934|0.00119|
A few years back I had proposed love to a girl who later turned out to be related to me.  Though we were in love with each other, we both felt ashamed and withdrew from each other.|6|1|0.0083|0.02357|0.01498|0.03221|0.0248|0.01288|0.00977|0.00912|0.02282|0.17262|0.02604|0.02455|0.08054|0.00661|0.03111|0.00974|0.01252|0.01167|0.11805|0.02444|0.00582|0.00525|0.04231|0.00917|0.13762|0.62488|0.00814|0.04468|0.99174|0.00347|0.00355|0.00422|0.0039|0.00287|
Last year I was asked to look after my niece while her mother was cooking.  Unfortunately the kid fell off the bed, I was confident that she would not fall and had not been paying much attention.|7|2|0.01457|0.00164|0.00166|0.01059|0.05046|0.02075|0.00305|0.00102|0.02578|0.09167|0.01382|0.00263|0.00319|0.00644|0.00676|0.00279|0.00152|0.00521|0.00432|0.0037|0.10004|0.00258|0.05936|0.0034|0.00175|0.02405|0.00424|0.32492|0.00311|0.98595|0.00275|0.00959|0.0098|0.00466|
When I qualified for form I.  I was one of the three pupils who qualified for form I that year.|1|3|0.00758|0.00227|0.00087|0.00351|0.10574|0.00489|0.0118|0.00713|0.01196|0.00741|0.00319|0.00075|0.00094|0.00985|0.00157|0.00131|0.00077|0.00415|0.00261|0.00132|0.02288|0.00137|0.06534|0.00168|0.00096|0.00369|0.00432|0.74293|0.00495|0.96486|0.0037|0.02701|0.01594|0.00588|
When I learnt that the girl I had impregnated was in hospital and was on the verge of dying as she had refused to accept the responsibility of her pregnancy and had wanted to commit suicide.|2|3|0.00277|0.00589|0.00977|0.02773|0.01932|0.00991|0.00958|0.00515|0.02072|0.15161|0.011|0.01058|0.01349|0.00502|0.02178|0.00214|0.00393|0.00362|0.00449|0.01166|0.00714|0.00329|0.08524|0.00407|0.02552|0.33488|0.00655|0.49001|0.10326|0.00434|0.00119|0.60547|0.10017|0.00156|
When I got home I found that the electrical supply had been disconnected despite my having paid ZESCO the full bill a few  days earlier.|3|3|0.00197|0.00285|0.00186|0.0079|0.01782|0.00442|0.00518|0.00236|0.00634|0.01551|0.00428|0.00218|0.00231|0.00508|0.00241|0.00125|0.00086|0.00454|0.0023|0.00218|0.00676|0.00148|0.05055|0.0017|0.00228|0.01377|0.00532|0.87831|0.29183|0.01241|0.00055|0.26948|0.1129|0.0019|
When I lost my grandmother.  She had been my guardian after the death of my father.|4|4|0.00406|0.00373|0.01|0.01448|0.0099|0.01088|0.00474|0.0051|0.02608|0.13102|0.00889|0.00477|0.00844|0.00725|0.01182|0.00418|0.00392|0.00756|0.00899|0.00909|0.00855|0.0035|0.03862|0.00465|0.01916|0.47253|0.00802|0.36325|0.87704|0.00336|0.00131|0.03238|0.03741|0.00157|
When my demand for accomodation on the campus was refused and the rooms were allotted to first year students who were from \Rucher\" á|5|3|0.00126|0.00274|0.00518|0.02434|0.01498|0.0037|0.00539|0.00261|0.00487|0.03496|0.03603|0.0037|0.0027|0.00187|0.00135|0.00088|0.00069|0.00213|0.00163|0.00125|0.0041|0.00109|0.03106|0.00144|0.00194|0.01426|0.00198|0.88953|0.02721|0.04563|0.00256|0.84455|0.05996|0.00252|
When I told a girl that I could not take her out that night as I was entertaining my mother who had come from home.  However, I later met this girl with another girlfriend at a hostel where I had taken out another girlfriend of mine.|6|2|0.00303|0.01508|0.0027|0.01039|0.01696|0.00282|0.00607|0.00423|0.00736|0.00965|0.00328|0.00189|0.00225|0.00792|0.00138|0.00097|0.00092|0.00868|0.00432|0.00177|0.00612|0.00156|0.04541|0.00172|0.00121|0.00705|0.00567|0.87342|0.00325|0.6397|0.00515|0.25793|0.0372|0.00425|
When I told the driver at my workplace to lie and tell the boss that it was not me who was responsible for the delay.  The boss was very annoyed and the driver was punished and a day's salary was taken away from him.|7|4|0.00308|0.00999|0.39332|0.4191|0.00556|0.01552|0.00548|0.00747|0.00381|0.02368|0.04232|0.03295|0.00919|0.00197|0.00198|0.0042|0.00157|0.0065|0.00219|0.00167|0.00625|0.0014|0.00686|0.00224|0.00577|0.00905|0.00239|0.1414|0.0119|0.00963|0.0038|0.98383|0.0081|0.0046|
When my wife gave birth to a baby boy - my only son to date.|1|4|0.00637|0.00471|0.00152|0.00313|0.01435|0.00288|0.00231|0.00295|0.00356|0.00351|0.00196|0.00094|0.00109|0.00566|0.00089|0.00098|0.00056|0.00372|0.00945|0.00091|0.00493|0.00096|0.01382|0.00095|0.00082|0.00476|0.00338|0.86989|0.01186|0.01715|0.00862|0.77949|0.34332|0.00404|
When burglars with guns forced themselves into my house and ordered me to give them money or face death.|2|4|0.0044|0.00207|0.11803|0.11968|0.01263|0.03511|0.00203|0.00296|0.01313|0.08318|0.01159|0.03125|0.01001|0.0037|0.02889|0.00388|0.00299|0.00424|0.0042|0.00794|0.00932|0.00328|0.01829|0.00317|0.00791|0.10842|0.00449|0.49344|0.0089|0.00759|0.00157|0.77884|0.48347|0.00413|
When my colleague spat on my face after a quarrel.|3|4|0.00222|0.00413|0.02477|0.05461|0.00788|0.00262|0.00246|0.00191|0.00265|0.01629|0.00931|0.00678|0.0031|0.00218|0.00131|0.00055|0.00081|0.00209|0.00213|0.00138|0.00195|0.0012|0.01584|0.00096|0.00199|0.01951|0.00266|0.8748|0.01021|0.01237|0.00384|0.98293|0.03643|0.00522|
When my elder brother died.|4|4|0.00479|0.00315|0.00518|0.00912|0.00798|0.00367|0.00391|0.00463|0.005|0.02765|0.00523|0.00269|0.00303|0.00663|0.00268|0.00155|0.00131|0.00455|0.00346|0.0025|0.00388|0.00196|0.02408|0.00216|0.00309|0.08742|0.00727|0.82515|0.94367|0.00374|0.00145|0.00783|0.02474|0.00192|
When my friend, after a beer spree vomitted in my sitting room.|5|3|0.00369|0.01213|0.00651|0.01913|0.00901|0.00336|0.00414|0.00424|0.00682|0.05465|0.00501|0.01423|0.01161|0.00681|0.01149|0.00376|0.00282|0.00715|0.00504|0.00763|0.00433|0.00313|0.04728|0.00326|0.00735|0.15204|0.00855|0.70697|0.05555|0.0069|0.00126|0.47324|0.64825|0.0063|
When I was taken to the place where my uncle had defecated in his pants after having drunk beer.|6|3|0.00254|0.00486|0.00521|0.01643|0.008|0.00276|0.00544|0.00511|0.00196|0.00973|0.00426|0.0052|0.00293|0.00369|0.00196|0.00148|0.00087|0.00363|0.00139|0.00159|0.00234|0.0012|0.02052|0.00141|0.00185|0.0137|0.00386|0.91237|0.0251|0.00429|0.00152|0.69426|0.43515|0.00405|
When it was discovered that I had done the assignment at my work place, this caused a lot of embarrassment for me.|7|3|0.01084|0.05081|0.04245|0.08159|0.00942|0.0148|0.01404|0.02153|0.00908|0.1111|0.0172|0.10629|0.23844|0.01237|0.03749|0.03154|0.017|0.02537|0.01703|0.02739|0.00667|0.0071|0.03071|0.01151|0.2541|0.22592|0.03043|0.01843|0.78929|0.00348|0.0007|0.09434|0.01092|0.00217|
When my brother gave me a watch.|1|3|0.01054|0.00368|0.00261|0.00517|0.01029|0.00388|0.0046|0.00607|0.00232|0.00276|0.00265|0.00113|0.00108|0.00764|0.00069|0.00127|0.00055|0.00493|0.00253|0.00089|0.00525|0.00129|0.01105|0.00132|0.00058|0.003|0.00359|0.94739|0.00684|0.05169|0.00526|0.80267|0.44276|0.01106|
Whhen the front tyre of the car burst.|2|2|0.00544|0.05546|0.0311|0.04686|0.00476|0.00232|0.00388|0.00171|0.0043|0.05651|0.00926|0.01802|0.01494|0.0213|0.01482|0.00129|0.00343|0.01436|0.00226|0.00812|0.00318|0.00366|0.03112|0.00283|0.00777|0.10062|0.0547|0.242|0.06808|0.01324|0.00112|0.3274|0.4529|0.00971|
When I was insulted by a fellow student.|3|3|0.00201|0.01482|0.23866|0.32875|0.00467|0.00378|0.01164|0.00746|0.00311|0.03985|0.07467|0.08373|0.02439|0.00193|0.00394|0.00202|0.0022|0.00366|0.00214|0.00254|0.00451|0.00164|0.01599|0.00218|0.00921|0.01046|0.00657|0.11573|0.00753|0.00871|0.00521|0.98533|0.01579|0.006|
When the girl I loved turned me down.|4|3|0.02832|0.00586|0.00746|0.01187|0.02003|0.01039|0.00295|0.00906|0.03003|0.01715|0.00893|0.00453|0.00465|0.00389|0.00361|0.00331|0.00202|0.01207|0.90736|0.00336|0.01063|0.0026|0.0104|0.00272|0.00339|0.01867|0.00342|0.05713|0.00982|0.0106|0.63766|0.25658|0.01106|0.0038|
When I found my girl in bed with another man.|5|3|0.00321|0.005|0.00453|0.00963|0.00602|0.00321|0.0046|0.00486|0.00567|0.01243|0.00253|0.00255|0.00261|0.00444|0.00198|0.00092|0.00102|0.00446|0.00724|0.00206|0.00404|0.00155|0.0266|0.00151|0.00175|0.01807|0.00483|0.87924|0.01341|0.04004|0.005|0.28335|0.8902|0.01562|
When I failed grade 7.|6|3|0.00524|0.00626|0.00862|0.01917|0.01489|0.00895|0.00966|0.00425|0.04124|0.30023|0.02399|0.00678|0.01226|0.00686|0.01382|0.00278|0.00546|0.00622|0.00572|0.01125|0.01861|0.00451|0.09558|0.00564|0.01687|0.36791|0.01172|0.346|0.84889|0.00691|0.00071|0.09613|0.04413|0.00262|
When I was caught going out with another girl by my girlfriend.|7|4|0.00333|0.00482|0.00288|0.00821|0.00964|0.00301|0.00351|0.003|0.00416|0.00933|0.0027|0.00213|0.00204|0.00354|0.00147|0.0009|0.0007|0.00328|0.00488|0.00144|0.00411|0.00115|0.02596|0.00116|0.00117|0.01024|0.00288|0.89854|0.01256|0.01819|0.00407|0.50623|0.88453|0.01518|
When I passed the first year and so I could come back for my second year.|1|3|0.00564|0.0032|0.00142|0.00421|0.0465|0.01396|0.00556|0.00424|0.04261|0.01085|0.00249|0.00125|0.00156|0.01163|0.00246|0.003|0.00137|0.01072|0.00387|0.0021|0.07714|0.00215|0.05715|0.00291|0.00174|0.00847|0.00421|0.71335|0.14628|0.10739|0.0009|0.11849|0.15416|0.00245|
I was working at a certain place and everyday after work dad would come to pick me up.  One day he did not come, it started getting very dark and I had no money on me and my home was very, very far away.|2|3|0.00218|0.00276|0.002|0.00955|0.01865|0.00918|0.00497|0.00175|0.01126|0.0353|0.00791|0.00277|0.00269|0.00511|0.00423|0.00163|0.00102|0.00621|0.00391|0.00334|0.01273|0.00174|0.04845|0.00255|0.00158|0.02375|0.00289|0.80983|0.03168|0.02589|0.00131|0.43793|0.40743|0.00363|
One day I had an appointment with my boyfriend which I had objected to in the begining, however he visited me and convinced me to come.  The day of the appointment; I had to wait for him for over an hour.|3|4|0.00194|0.00318|0.0022|0.00989|0.027|0.00718|0.0074|0.00706|0.0196|0.02035|0.0032|0.00198|0.00256|0.01089|0.00312|0.00149|0.00124|0.00613|0.00405|0.0037|0.01088|0.002|0.07527|0.00218|0.00281|0.01451|0.00889|0.80154|0.01526|0.00847|0.0034|0.95232|0.02889|0.00206|
When my grandmother passed away.  We had been waiting for it as she had been sick for years, but when it happened I found it hard to accept.|4|3|0.00427|0.00385|0.00564|0.01747|0.02214|0.01899|0.01055|0.00402|0.04554|0.26666|0.01701|0.00582|0.01117|0.00691|0.02866|0.00309|0.00457|0.00743|0.0081|0.0154|0.02079|0.00427|0.07902|0.00572|0.01625|0.38093|0.00924|0.21198|0.1924|0.00601|0.00287|0.02254|0.51249|0.00255|
When my grandmother came to stay with us permanently as she is a very difficult person to stay with and when she started telling false stories about us to other people.|5|2|0.00211|0.00283|0.00562|0.04716|0.02899|0.01242|0.00942|0.0047|0.00627|0.061|0.01393|0.00649|0.00454|0.0017|0.00417|0.0007|0.00106|0.00152|0.00136|0.00291|0.0073|0.00131|0.06536|0.00199|0.00388|0.02381|0.00196|0.79421|0.08366|0.00558|0.00076|0.43049|0.37065|0.00332|
When I realized that I was pregnant.  I thought about what my relatives and friends would think about me and I felt a lot of self pity.|6|2|0.0053|0.0163|0.00904|0.03041|0.03201|0.00985|0.03071|0.01082|0.05522|0.24473|0.01404|0.01662|0.04559|0.01046|0.05974|0.007|0.01266|0.00741|0.01087|0.03374|0.01906|0.00671|0.22627|0.00919|0.10231|0.37169|0.02321|0.12075|0.83325|0.0086|0.00846|0.00636|0.00265|0.00059|
One day when I was working, I went out for dinner with friends without my parents knowledge and I only came home at 2300 hours.|7|3|0.00455|0.00641|0.00276|0.00947|0.02287|0.01785|0.00354|0.00417|0.01144|0.01436|0.00335|0.00321|0.00391|0.02719|0.00298|0.00678|0.00209|0.05888|0.00969|0.00455|0.00872|0.00386|0.03689|0.00523|0.00315|0.01795|0.00749|0.7786|0.03798|0.03968|0.00171|0.65779|0.26474|0.00429|
I was very happy when I found out that I had passed with flying colours and that I had made it to the university.|1|4|0.02325|0.02746|0.00417|0.01065|0.04059|0.02512|0.00857|0.00723|0.01141|0.01541|0.01369|0.00427|0.00563|0.07991|0.00303|0.02659|0.00357|0.75588|0.0219|0.00408|0.01839|0.00505|0.01265|0.01602|0.00324|0.02316|0.00999|0.03936|0.00437|0.98765|0.00555|0.01719|0.00412|0.00384|
Last night, I dreamt that things that looked like monsters were trying to kiss me.|2|4|0.003|0.03153|0.00485|0.00978|0.02363|0.01279|0.00814|0.00842|0.04069|0.03336|0.00445|0.01072|0.01407|0.02698|0.13193|0.00537|0.00467|0.024|0.02741|0.03001|0.02882|0.00496|0.05703|0.00546|0.00787|0.06384|0.04129|0.1313|0.00304|0.03489|0.00393|0.47357|0.27564|0.0075|
One of my colleagues accused me of having stolen his iron and I was sure that I had done no such thing.|3|4|0.00159|0.00203|0.00872|0.04332|0.10631|0.00733|0.01344|0.00319|0.0074|0.06759|0.03891|0.01065|0.00804|0.00201|0.02417|0.00149|0.00151|0.00069|0.00159|0.00435|0.00817|0.0013|0.09956|0.00196|0.01171|0.02918|0.00489|0.26216|0.01064|0.01424|0.00247|0.96117|0.07751|0.00433|
The passing away of my mum.|4|4|0.00222|0.00271|0.00299|0.00634|0.0089|0.00572|0.00381|0.00473|0.00409|0.00935|0.00316|0.00199|0.00191|0.0035|0.00184|0.00155|0.0007|0.00298|0.00482|0.00174|0.00439|0.00127|0.01724|0.00149|0.00168|0.02017|0.00265|0.90399|0.55909|0.00388|0.00125|0.06932|0.10358|0.00159|
